State,GoodDays,Moderate Days,UnhealthyDays,Unhealthy for Sensitive Groups Days,Unhealthy Days,Very Unhealthy Days,Hazardous Days,Max AQI,90th Percentile AQI,Median AQI,Days CO,Days NO2,Days Ozone,Days PM2.5,Days PM10
Tennessee,219,16,0,0,0,0,0,87,49,38,0,0,235,0,0
Tennessee,303,60,2,2,0,0,0,107,58,41,0,0,283,82,0
Tennessee,339,18,0,0,0,0,0,71,46,34,0,0,357,0,0
Tennessee,237,124,4,4,0,0,0,116,66,44,0,21,106,238,0
Tennessee,349,14,0,0,0,0,0,84,46,35,0,0,363,0,0
Tennessee,295,54,1,1,0,0,0,105,54,29,0,0,0,350,0
Tennessee,258,92,1,1,0,0,0,101,60,42,0,0,166,185,0
Tennessee,199,36,0,0,0,0,0,100,58,41,0,0,235,0,0
Tennessee,239,121,5,5,0,0,0,150,66,44,0,0,103,262,0
Tennessee,319,38,0,0,0,0,0,97,51,26,0,0,0,357,0
Tennessee,316,49,0,0,0,0,0,90,54,38,0,0,186,179,0
Tennessee,298,57,1,1,0,0,0,106,55,28,0,0,0,356,0
Tennessee,301,47,1,1,0,0,0,109,55,26,0,0,0,349,0
Tennessee,312,48,0,0,0,0,0,89,54,28,0,0,0,360,0
Tennessee,317,41,1,1,0,0,0,138,54,25,0,0,0,359,0
Tennessee,314,42,0,0,0,0,0,90,53,27,0,0,0,356,0
Tennessee,321,36,0,0,0,0,0,88,51,28,0,0,0,357,0
Tennessee,310,53,0,0,0,0,0,93,54,42,0,0,363,0,0
Tennessee,266,95,4,4,0,0,0,150,64,42,0,1,206,158,0
Tennessee,301,64,0,0,0,0,0,100,58,36,0,0,201,164,0
Tennessee,286,69,2,2,0,0,0,133,58,38,0,0,177,180,0
Tennessee,225,18,0,0,0,0,0,67,50,39,0,0,243,0,0
Tennessee,221,22,0,0,0,0,0,74,48,37,0,0,243,0,0
Texas,287,69,0,0,0,0,0,86,58,33,0,0,0,356,0
Texas,274,88,3,3,0,0,0,122,67,42,0,0,274,91,0
Texas,202,151,12,12,0,0,0,147,77,48,0,1,167,195,2
Texas,263,93,1,1,0,0,0,106,60,40,0,0,0,357,0
Texas,331,22,12,11,1,0,0,159,50,34,0,10,355,0,0
Texas,312,44,0,0,0,0,0,84,53,30,0,0,0,356,0
Texas,310,45,1,1,0,0,0,105,54,41,0,0,306,50,0
Texas,235,130,0,0,0,0,0,99,67,43,0,0,114,251,0
Texas,294,55,8,7,1,0,0,154,64,37,0,0,357,0,0
Texas,170,47,4,4,0,0,0,126,64,43,0,0,148,73,0
Texas,267,88,10,9,1,0,0,174,70,42,0,18,233,112,2
Texas,253,91,21,18,3,0,0,179,77,43,0,1,287,77,0
Texas,316,33,0,0,0,0,0,89,50,26,0,0,0,349,0
Texas,141,205,19,19,0,0,0,150,82,54,0,21,194,131,19
Texas,302,60,1,1,0,0,0,105,57,39,0,6,260,97,0
Texas,293,65,3,3,0,0,0,122,59,39,0,2,233,123,3
Texas,336,29,0,0,0,0,0,93,48,33,0,7,358,0,0
Texas,150,190,25,18,7,0,0,179,88,54,0,10,107,226,22
Texas,286,72,4,3,1,0,0,158,60,39,0,0,173,189,0
Texas,233,128,2,2,0,0,0,108,71,44,0,0,147,216,0
Texas,331,25,1,1,0,0,0,122,49,35,0,0,357,0,0
Texas,343,19,0,0,0,0,0,93,46,33,0,5,357,0,0
Texas,295,67,3,3,0,0,0,115,58,39,0,1,225,139,0
Texas,311,46,6,6,0,0,0,136,61,37,0,0,363,0,0
Texas,364,0,0,0,0,0,0,26,16,6,0,364,0,0,0
Texas,318,47,0,0,0,0,0,84,52,36,0,5,234,126,0
Texas,247,100,1,1,0,0,0,109,64,36,0,0,0,348,0
Texas,322,25,0,0,0,0,0,83,48,23,0,0,0,347,0
Texas,285,68,0,0,0,0,0,87,56,28,0,0,0,353,0
Texas,312,52,0,0,0,0,0,100,54,37,2,0,281,81,0
Texas,265,91,3,2,1,0,0,151,63,41,0,0,212,147,0
Texas,304,61,0,0,0,0,0,100,56,39,0,1,255,109,0
Texas,268,94,2,2,0,0,0,113,64,42,0,0,188,175,1
Texas,318,46,0,0,0,0,0,80,52,35,0,3,194,167,0
Texas,312,41,1,1,0,0,0,136,54,36,0,0,354,0,0
Texas,349,4,0,0,0,0,0,61,43,30,0,0,353,0,0
Texas,333,21,0,0,0,0,0,81,44,23,0,0,0,354,0
Texas,293,64,3,3,0,0,0,119,64,42,0,0,360,0,0
Texas,343,17,0,0,0,0,0,87,45,31,0,0,360,0,0
Texas,333,28,0,0,0,0,0,100,48,35,0,8,353,0,0
Texas,233,118,14,12,1,1,0,209,77,46,0,14,214,137,0
Texas,249,115,1,1,0,0,0,101,64,43,0,6,185,170,4
Texas,347,17,0,0,0,0,0,97,46,32,0,0,364,0,0
Texas,262,103,0,0,0,0,0,97,66,39,0,0,99,260,6
Texas,363,0,0,0,0,0,0,27,16,7,0,363,0,0,0
Utah,281,78,4,4,0,0,0,119,67,42,0,2,361,0,0
Utah,238,117,10,10,0,0,0,129,79,44,0,0,259,91,15
Utah,270,83,12,10,2,0,0,154,74,44,0,0,338,27,0
Utah,225,114,26,25,1,0,0,156,91,44,0,28,263,73,1
Utah,231,126,8,7,1,0,0,154,77,47,0,0,320,45,0
Utah,274,86,2,2,0,0,0,115,64,45,0,0,359,3,0
Utah,300,61,4,3,1,0,0,169,60,40,0,18,306,41,0
Utah,174,144,47,38,9,0,0,177,108,52,0,29,235,87,14
Utah,276,86,2,2,0,0,0,115,67,44,0,0,361,3,0
Utah,254,95,16,14,2,0,0,156,77,40,0,1,278,86,0
Utah,222,135,8,7,1,0,0,156,84,48,0,0,337,28,0
Utah,219,129,17,17,0,0,0,144,85,46,0,12,288,60,5
Utah,263,99,3,2,1,0,0,161,64,45,0,0,354,11,0
Utah,114,6,0,0,0,0,0,82,29,8,0,0,0,120,0
Utah,243,104,17,17,0,0,0,140,81,44,2,18,248,84,12
Vermont,332,32,1,1,0,0,0,115,48,34,0,0,283,82,0
Vermont,327,37,1,1,0,0,0,129,51,37,0,1,248,116,0
Vermont,309,55,1,1,0,0,0,114,55,35,0,0,214,151,0
Vermont,118,0,0,0,0,0,0,49,22,8,0,0,0,118,0
Virgin Islands,52,3,0,0,0,0,0,73,41,21,0,0,0,55,0
Virgin Islands,100,9,0,0,0,0,0,66,46,16,0,0,0,109,0
Virginia,310,50,0,0,0,0,0,97,55,37,0,0,178,182,0
Virginia,15,0,0,0,0,0,0,9,7,6,0,0,0,0,15
Virginia,324,38,3,3,0,0,0,115,51,37,0,40,283,42,0
Virginia,104,12,0,0,0,0,0,88,51,27,0,0,0,116,0
Virginia,210,16,2,2,0,0,0,108,49,35,0,0,228,0,0
Virginia,60,0,0,0,0,0,0,33,16,9,0,0,0,0,60
Virginia,346,19,0,0,0,0,0,94,47,33,0,88,218,59,0
Virginia,261,21,1,1,0,0,0,101,48,36,0,0,220,63,0
Virginia,280,81,4,4,0,0,0,129,60,41,0,23,173,169,0
Virginia,226,11,0,0,0,0,0,77,45,34,0,0,237,0,0
Virginia,282,80,0,0,0,0,0,98,57,38,0,0,157,205,0
Virginia,331,27,0,0,0,0,0,74,49,38,0,0,358,0,0
Virginia,321,44,0,0,0,0,0,94,52,38,1,3,182,179,0
Virginia,228,17,0,0,0,0,0,87,49,38,0,0,245,0,0
Virginia,284,78,1,1,0,0,0,112,57,40,1,1,194,167,0
Virginia,53,0,0,0,0,0,0,31,12,7,0,0,0,0,53
Virginia,324,39,1,1,0,0,0,122,51,36,0,10,319,35,0
Virginia,110,9,0,0,0,0,0,91,46,24,0,0,0,119,0
Virginia,328,37,0,0,0,0,0,88,51,39,0,0,343,22,0
Virginia,351,11,0,0,0,0,0,84,35,18,7,273,0,82,0
Virginia,335,0,0,0,0,0,0,21,7,3,0,335,0,0,0
Virginia,343,13,0,0,0,0,0,80,45,33,0,0,356,0,0
Virginia,333,25,1,1,0,0,0,119,49,35,0,10,349,0,0
Virginia,311,51,1,1,0,0,0,101,52,33,2,105,0,256,0
Virginia,302,62,1,1,0,0,0,106,57,39,1,9,162,193,0
Virginia,272,11,0,0,0,0,0,64,46,34,0,0,229,54,0
Virginia,328,35,0,0,0,0,0,87,50,34,0,97,223,43,0
Virginia,112,8,0,0,0,0,0,90,47,26,0,0,0,120,0
Virginia,337,20,1,1,0,0,0,115,47,35,0,0,357,0,1
Virginia,228,17,0,0,0,0,0,90,49,37,0,0,245,0,0
Virginia,98,7,0,0,0,0,0,80,48,26,0,0,0,105,0
Virginia,228,14,0,0,0,0,0,71,49,39,0,0,242,0,0
Washington,340,17,7,3,4,0,0,180,34,14,0,0,0,364,0
Washington,225,91,19,14,4,1,0,208,81,36,0,0,0,335,0
Washington,300,56,9,6,3,0,0,172,61,35,0,0,129,155,81
Washington,324,36,5,2,3,0,0,184,52,23,0,0,0,365,0
Washington,347,18,0,0,0,0,0,78,44,34,0,0,270,95,0
Washington,331,34,0,0,0,0,0,98,50,30,0,0,154,211,0
Washington,324,33,8,3,5,0,0,166,52,37,0,0,293,72,0
Washington,360,5,0,0,0,0,0,59,29,15,0,0,0,365,0
Washington,308,12,0,0,0,0,0,82,34,16,0,0,0,320,0
Washington,295,33,6,1,5,0,0,199,58,15,0,0,0,334,0
Washington,337,22,6,1,5,0,0,188,44,19,0,0,0,365,0
Washington,359,6,0,0,0,0,0,80,32,20,0,0,0,365,0
Washington,355,3,0,0,0,0,0,76,24,15,0,0,0,358,0
Washington,311,49,5,3,2,0,0,177,55,37,0,40,175,150,0
Washington,353,5,1,1,0,0,0,113,33,20,0,0,0,359,0
Washington,336,24,5,3,2,0,0,167,46,21,0,0,0,365,0
Washington,111,8,0,0,0,0,0,73,43,16,0,0,0,119,0
Washington,342,8,0,0,0,0,0,68,35,18,0,0,0,350,0
Washington,354,7,0,0,0,0,0,67,32,17,0,0,0,361,0
Washington,211,128,26,5,11,9,1,302,84,44,0,0,0,365,0
Washington,313,38,9,3,6,0,0,184,54,26,0,0,0,360,0
Washington,308,57,0,0,0,0,0,93,55,40,0,9,257,99,0
Washington,309,4,1,1,0,0,0,101,36,23,0,0,97,217,0
Washington,301,61,3,3,0,0,0,137,58,26,0,0,0,365,0
Washington,284,72,9,3,6,0,0,183,65,40,0,0,135,222,8
Washington,265,84,16,6,10,0,0,198,71,35,0,0,0,312,53
Washington,324,5,0,0,0,0,0,58,31,15,0,0,0,329,0
Washington,324,36,5,3,2,0,0,166,54,23,0,0,0,168,197
Washington,326,4,2,2,0,0,0,129,39,27,0,0,164,168,0
Washington,325,30,10,5,5,0,0,196,52,16,0,0,0,365,0
Washington,232,106,27,12,15,0,0,192,89,40,0,0,0,359,6
West Virginia,230,43,0,0,0,0,0,93,56,38,0,0,207,66,0
West Virginia,325,37,0,0,0,0,0,81,51,20,0,0,0,122,240
West Virginia,252,31,0,0,0,0,0,86,51,36,0,0,218,65,0
West Virginia,350,8,0,0,0,0,0,74,42,31,0,0,358,0,0
West Virginia,223,8,0,0,0,0,0,64,46,37,0,0,231,0,0
West Virginia,309,55,0,0,0,0,0,93,60,36,0,0,210,65,89
West Virginia,102,13,0,0,0,0,0,65,52,26,0,0,0,115,0
West Virginia,298,67,0,0,0,0,0,97,60,38,0,0,209,156,0
West Virginia,78,13,0,0,0,0,0,80,53,30,0,0,0,91,0
West Virginia,208,144,1,1,0,0,0,121,70,43,0,0,0,353,0
West Virginia,241,41,0,0,0,0,0,80,53,38,0,0,221,61,0
West Virginia,247,38,0,0,0,0,0,77,55,38,0,0,217,68,0
West Virginia,342,21,0,0,0,0,0,84,46,34,0,0,355,8,0
West Virginia,244,27,0,0,0,0,0,73,50,36,0,0,203,68,0
Wisconsin,317,44,4,3,1,0,0,157,54,35,0,0,274,91,0
Wisconsin,279,83,3,3,0,0,0,125,63,38,0,0,158,207,0
Wisconsin,181,27,0,0,0,0,0,100,54,40,0,0,208,0,0
Wisconsin,249,115,1,1,0,0,0,101,64,42,0,0,140,225,0
Wisconsin,261,104,0,0,0,0,0,99,67,41,0,0,233,132,0
Wisconsin,173,30,3,3,0,0,0,126,61,39,0,0,206,0,0
Wisconsin,269,88,5,4,1,0,0,153,66,39,0,0,142,219,1
Wisconsin,178,30,0,0,0,0,0,90,54,39,0,0,208,0,0
Wisconsin,310,47,4,3,1,0,0,161,55,37,0,0,270,91,0
Wisconsin,274,81,0,0,0,0,0,95,60,35,0,0,0,355,0
Wisconsin,212,25,0,0,0,0,0,97,51,23,0,0,0,237,0
Wisconsin,178,29,1,1,0,0,0,101,61,40,0,0,208,0,0
Wisconsin,230,103,11,11,0,0,0,136,73,42,0,0,214,130,0
Wisconsin,170,35,2,2,0,0,0,108,61,40,0,0,207,0,0
Wisconsin,288,76,1,1,0,0,0,110,60,37,0,0,152,213,0
Wisconsin,174,30,3,3,0,0,0,119,64,39,0,0,207,0,0
Wisconsin,191,9,0,0,0,0,0,87,49,36,0,0,200,0,0
Wisconsin,227,131,7,7,0,0,0,129,71,45,0,7,187,162,9
Wisconsin,239,26,0,0,0,0,0,94,50,24,0,0,0,265,0
Wisconsin,267,93,3,3,0,0,0,139,62,38,0,0,143,220,0
Wisconsin,275,82,7,7,0,0,0,129,64,38,0,0,183,181,0
Wisconsin,149,53,8,8,0,0,0,126,80,43,0,0,210,0,0
Wisconsin,173,32,0,0,0,0,0,100,61,41,0,0,205,0,0
Wisconsin,281,84,0,0,0,0,0,95,60,38,0,0,148,215,2
Wisconsin,164,39,5,5,0,0,0,126,74,41,0,0,208,0,0
Wisconsin,300,60,4,2,2,0,0,152,59,36,0,0,257,107,0
Wisconsin,320,40,3,3,0,0,0,148,52,31,0,0,179,184,0
Wisconsin,184,36,1,1,0,0,0,101,61,41,0,0,221,0,0
Wisconsin,247,114,4,4,0,0,0,108,67,43,0,0,142,222,1
Wyoming,197,154,14,13,0,0,1,314,84,49,0,3,285,9,68
Wyoming,324,39,1,1,0,0,0,101,51,39,0,0,364,0,0
Wyoming,222,127,16,16,0,0,0,143,87,44,0,0,192,18,155
Wyoming,348,0,0,0,0,0,0,37,20,10,0,348,0,0,0
Wyoming,274,87,4,4,0,0,0,119,70,42,0,0,310,0,55
Wyoming,253,104,8,8,0,0,0,141,77,45,0,0,325,37,3
Wyoming,304,54,7,7,0,0,0,126,64,40,0,2,358,0,5
Wyoming,265,88,11,11,0,0,0,126,77,43,2,3,333,25,1
Wyoming,300,59,6,6,0,0,0,126,67,30,0,5,131,23,206
Wyoming,286,73,6,6,0,0,0,125,71,42,0,2,347,16,0
Wyoming,133,19,0,0,0,0,0,98,56,11,0,0,0,142,10
Wyoming,324,28,10,2,3,1,4,664,51,16,0,0,0,0,362
Wyoming,308,49,7,7,0,0,0,115,67,39,0,0,316,26,22
Wyoming,255,103,7,7,0,0,0,133,77,46,0,0,351,14,0
Wyoming,243,112,10,9,1,0,0,195,81,45,0,2,295,13,55
Wyoming,283,72,10,10,0,0,0,131,71,44,0,0,329,34,2
Wyoming,361,3,0,0,0,0,0,60,25,7,0,0,0,0,364
Wyoming,282,61,0,0,0,0,0,100,64,41,0,0,343,0,0
